Station ID,Station Name,Latitude,Longitude,Free Bikes,Empty Slots,Total Capacity,Operational Status,Last Updated,Data Fetch Timestamp
e06d5983daee435cac119ce01a0d2000,HATCH STREET,53.354645,-6.266985,20,20,40,CLOSED,2024-10-16T18:24:52.906227Z,10/16/2024 19:20
0a162517f7b145a8ac259785e83686ae,GRAND CANAL DOCK,53.332956,-6.271775,13,17,30,CLOSED,2024-10-16T19:15:52.906227Z,10/16/2024 19:20
49b7f071116b4f66b9a7039888ae2faa,KING STREET NORTH,53.337795,-6.266329,8,12,20,OPEN,2024-10-16T18:47:52.906227Z,10/16/2024 19:20
c95331baead247379d475b5c830f7002,ECCLES STREET,53.352103,-6.23563,21,9,30,OPEN,2024-10-16T18:37:52.906227Z,10/16/2024 19:20
b1dab3c2fc4f4999a2793581779d1ec6,ST. STEPHEN'S GREEN,53.330695,-6.253643,27,8,35,CLOSED,2024-10-16T18:38:52.906227Z,10/16/2024 19:20
4995d851b75f4892a4733fdc4f5d2524,MOUNTJOY SQUARE,53.330122,-6.251843,7,33,40,CLOSED,2024-10-16T18:59:52.906227Z,10/16/2024 19:20
3df79f90919544b582ab5bcb8d081105,ST. STEPHEN'S GREEN,53.335024,-6.244472,17,3,20,CLOSED,2024-10-16T18:21:52.906227Z,10/16/2024 19:20
973013adf9b34bf4a7c7dfb4887d8a7a,HEUSTON STATION,53.351204,-6.266077,23,7,30,CLOSED,2024-10-16T19:12:52.906227Z,10/16/2024 19:20
cbdb1a18e2d04fe69ae59ff58f65a0c5,ST. STEPHEN'S GREEN,53.343984,-6.257842,23,7,30,OPEN,2024-10-16T19:01:52.906227Z,10/16/2024 19:20
d7530a71dc85456693fed80397721057,HIGH STREET,53.338031,-6.253922,31,9,40,CLOSED,2024-10-16T19:14:52.906227Z,10/16/2024 19:20
d645581fe95b47dd8ad22feab0beb8a4,TALBOT STREET,53.347414,-6.254317,7,13,20,OPEN,2024-10-16T19:06:52.906227Z,10/16/2024 19:20
d18cf6b2481947a4be33ea96ba62338a,HIGH STREET,53.336738,-6.268601,34,6,40,OPEN,2024-10-16T19:00:52.906227Z,10/16/2024 19:20
67db0204fde04fc8be6a63113900470c,TALBOT STREET,53.343205,-6.27556,18,2,20,OPEN,2024-10-16T18:23:52.906227Z,10/16/2024 19:20
a6e4331077104ed5a99a6526480f24d6,MOUNTJOY SQUARE,53.334874,-6.24659,17,3,20,OPEN,2024-10-16T18:45:52.906227Z,10/16/2024 19:20
f4ff85c1437e44a3a48d0377379553ce,MERRION SQUARE,53.344934,-6.277232,24,11,35,OPEN,2024-10-16T18:27:52.906227Z,10/16/2024 19:20
50c10c3ea1304e3495973b7d9229fe33,ST. STEPHEN'S GREEN,53.347991,-6.258142,18,22,40,CLOSED,2024-10-16T18:45:52.906227Z,10/16/2024 19:20
017c3fa001114bb5ae6b8a524deeabb9,MOUNTJOY SQUARE,53.341959,-6.251557,26,9,35,CLOSED,2024-10-16T18:30:52.906227Z,10/16/2024 19:20
cf0038bcd397495b83a4732ce370d9f4,HATCH STREET,53.357828,-6.259374,4,26,30,OPEN,2024-10-16T19:13:52.906227Z,10/16/2024 19:20
51040ba9eb204ae68362332c903c62eb,SMITHFIELD,53.344112,-6.274025,7,28,35,OPEN,2024-10-16T19:06:52.906227Z,10/16/2024 19:20
b9a15864f3d545a7ad0852976c6fbc8b,KING STREET NORTH,53.345008,-6.271246,24,11,35,CLOSED,2024-10-16T19:01:52.906227Z,10/16/2024 19:20
d2e20e13debe4766813b24f279dc0d4a,MERRION SQUARE,53.34044,-6.275159,28,2,30,OPEN,2024-10-16T18:24:52.906227Z,10/16/2024 19:20
a60d1dbcdbbb45aeb74e7763d8e98de8,PARNELL SQUARE,53.343769,-6.26239,2,38,40,CLOSED,2024-10-16T19:12:52.906227Z,10/16/2024 19:20
c8f04637f9234cf5b469a1c13d1ae822,TALBOT STREET,53.356612,-6.231474,11,14,25,CLOSED,2024-10-16T18:54:52.906227Z,10/16/2024 19:20
b292e74e5b7641fbac90572d03e5acc7,SMITHFIELD,53.338607,-6.244406,13,22,35,OPEN,2024-10-16T19:05:52.906227Z,10/16/2024 19:20
22573358e41e4b2cb48d121db9b57360,MERRION SQUARE,53.336913,-6.279989,15,5,20,OPEN,2024-10-16T18:59:52.906227Z,10/16/2024 19:20
86d713b9963f4612a7424937e53440f3,PARNELL SQUARE,53.35682,-6.250626,6,19,25,CLOSED,2024-10-16T19:04:52.906227Z,10/16/2024 19:20
a997e4607d184a369f8317a15cf921f0,PARNELL SQUARE,53.349896,-6.23599,18,12,30,OPEN,2024-10-16T19:14:52.906227Z,10/16/2024 19:20
3024906bdd1c405c8356eae8a4aa72e0,WILTON TERRACE,53.355173,-6.243835,3,37,40,OPEN,2024-10-16T19:05:52.906227Z,10/16/2024 19:20
43ffea330fe948a586f7a34792fdfabf,WILTON TERRACE,53.333335,-6.233526,17,3,20,OPEN,2024-10-16T18:55:52.906227Z,10/16/2024 19:20
24490ec3b40141b180bd9bcfefd6bc69,SMITHFIELD,53.345342,-6.240983,2,38,40,CLOSED,2024-10-16T19:11:52.906227Z,10/16/2024 19:20
18a5d6121829420aac5dfc4542266de3,HIGH STREET,53.332579,-6.258642,19,1,20,CLOSED,2024-10-16T19:17:52.906227Z,10/16/2024 19:20
d6fa19d7edae43e9981e3fc0a9696629,HIGH STREET,53.341554,-6.258801,23,12,35,CLOSED,2024-10-16T18:39:52.906227Z,10/16/2024 19:20
fe381c1caaac4f539cf0fc17cfbbef81,ECCLES STREET,53.355483,-6.277505,12,8,20,OPEN,2024-10-16T19:17:52.906227Z,10/16/2024 19:20
b476dd07c9984145bf07f2b4119a53e3,GRATTAN STREET,53.358657,-6.254704,2,33,35,CLOSED,2024-10-16T18:43:52.906227Z,10/16/2024 19:20
83f516d95a7b46c5b210f515fad9dcbd,HEUSTON STATION,53.358037,-6.233666,2,23,25,CLOSED,2024-10-16T18:48:52.906227Z,10/16/2024 19:20
056c5880b9e3488c9bdfbcc10a27ba70,MOUNTJOY SQUARE,53.350613,-6.252325,16,9,25,OPEN,2024-10-16T18:49:52.906227Z,10/16/2024 19:20
52e5934792e84e189fc22553697dea4b,KING STREET NORTH,53.339766,-6.271216,1,24,25,CLOSED,2024-10-16T18:46:52.906227Z,10/16/2024 19:20
bb53d6ea16804efcb7eb9909c725478a,KING STREET NORTH,53.359658,-6.270142,4,31,35,CLOSED,2024-10-16T19:00:52.906227Z,10/16/2024 19:20
05b9df7febdd4846a63a511b36ab0bc6,HATCH STREET,53.346179,-6.262331,29,11,40,CLOSED,2024-10-16T18:26:52.906227Z,10/16/2024 19:20
21050d023dd74c94aad672fc1767bcce,HATCH STREET,53.331496,-6.268749,19,1,20,CLOSED,2024-10-16T18:27:52.906227Z,10/16/2024 19:20
65af317a5de84fba99001189e2cd5138,HIGH STREET,53.33094,-6.27279,7,28,35,OPEN,2024-10-16T19:04:52.906227Z,10/16/2024 19:20
0f712954c979463db792102571681152,HEUSTON STATION,53.342895,-6.275911,19,6,25,OPEN,2024-10-16T18:56:52.906227Z,10/16/2024 19:20
57a90d2ac8da40018534d3003806a46e,SMITHFIELD,53.335442,-6.234065,20,0,20,CLOSED,2024-10-16T18:30:52.906227Z,10/16/2024 19:20
86443893f4c1437f9146991ef33310b6,HIGH STREET,53.359203,-6.276865,20,0,20,OPEN,2024-10-16T18:27:52.906227Z,10/16/2024 19:20
8f3faab70c11435b8828d319b817c52f,HATCH STREET,53.359388,-6.262401,1,24,25,CLOSED,2024-10-16T18:25:52.906227Z,10/16/2024 19:20
617ace5e3538438d9bcea270059b3522,TALBOT STREET,53.354789,-6.273952,25,15,40,CLOSED,2024-10-16T18:55:52.906227Z,10/16/2024 19:20
bb325109d73c401285f524a7e989c8ca,TALBOT STREET,53.35438,-6.251092,15,25,40,CLOSED,2024-10-16T18:45:52.906227Z,10/16/2024 19:20
bed6efc45ada46b991dc83410a656253,ECCLES STREET,53.351959,-6.26353,14,26,40,OPEN,2024-10-16T18:27:52.906227Z,10/16/2024 19:20
784f56d66eac4342996c9c6235b25a2b,MERRION SQUARE,53.35254,-6.262966,15,10,25,OPEN,2024-10-16T18:39:52.906227Z,10/16/2024 19:20
e27a9c1d74fb4c3ca5d0e587d4d716ef,GRATTAN STREET,53.339955,-6.239939,13,27,40,CLOSED,2024-10-16T19:03:52.906227Z,10/16/2024 19:20
4fc164927aef4b489e439ab288940da7,MOUNTJOY SQUARE,53.351056,-6.232906,5,30,35,CLOSED,2024-10-16T19:13:52.906227Z,10/16/2024 19:20
fb054d2cc4744c9bb455da1938b1a8ac,SMITHFIELD,53.334724,-6.262053,1,29,30,CLOSED,2024-10-16T18:44:52.906227Z,10/16/2024 19:20
60b4cdc05f724d8d807f8950dbbce333,PARNELL SQUARE,53.331332,-6.247137,25,10,35,CLOSED,2024-10-16T18:47:52.906227Z,10/16/2024 19:20
eb7d478c605f4141b1630b88c571f24f,HATCH STREET,53.355406,-6.251169,15,5,20,CLOSED,2024-10-16T18:59:52.906227Z,10/16/2024 19:20
ed34aa14dae54a07a952ff101ba74892,ST. STEPHEN'S GREEN,53.334041,-6.230642,27,13,40,OPEN,2024-10-16T19:17:52.906227Z,10/16/2024 19:20
65c1d1f379594319a556b0987632bcba,KING STREET NORTH,53.356414,-6.243403,17,23,40,CLOSED,2024-10-16T19:13:52.906227Z,10/16/2024 19:20
a42e71e90e364097ab7ee22fd8e5a3c8,GRATTAN STREET,53.356414,-6.239551,19,21,40,CLOSED,2024-10-16T18:40:52.907243Z,10/16/2024 19:20
879a946083a649f0908463d46a151b12,MOUNTJOY SQUARE,53.332433,-6.25828,0,25,25,OPEN,2024-10-16T18:34:52.907243Z,10/16/2024 19:20
0dbbcb28fe184598ab5788e7524a7cbe,HEUSTON STATION,53.333059,-6.254418,30,5,35,OPEN,2024-10-16T18:21:52.907243Z,10/16/2024 19:20
dae4ba64a0c14ebe8fcf879814aefcee,HIGH STREET,53.346257,-6.23933,15,15,30,CLOSED,2024-10-16T19:19:52.907243Z,10/16/2024 19:20
9d959b92ad8c4b0182b5de55d939faa0,MERRION SQUARE,53.341142,-6.243224,0,20,20,CLOSED,2024-10-16T18:36:52.907243Z,10/16/2024 19:20
91dfa97c7e614f3c81212a35bfa85efc,HEUSTON STATION,53.333155,-6.234442,2,18,20,OPEN,2024-10-16T18:47:52.907243Z,10/16/2024 19:20
38521913633743208948bb7e51d370df,WILTON TERRACE,53.353478,-6.258445,1,19,20,CLOSED,2024-10-16T18:34:52.907243Z,10/16/2024 19:20
57103e0001ad481284849567ecaf72fe,ECCLES STREET,53.337669,-6.260696,26,9,35,CLOSED,2024-10-16T18:51:52.907243Z,10/16/2024 19:20
90dbb4f5b2dd47689b9e2788647f3ac5,HEUSTON STATION,53.358113,-6.23162,35,0,35,CLOSED,2024-10-16T18:28:52.907243Z,10/16/2024 19:20
e86d797747ce44be9212ef07ac5c1dca,PEARSE STREET,53.338975,-6.267952,24,1,25,CLOSED,2024-10-16T19:05:52.907243Z,10/16/2024 19:20
3752f8b08ace450094f24a45d7aac991,PARNELL SQUARE,53.337476,-6.246728,14,16,30,CLOSED,2024-10-16T19:14:52.907243Z,10/16/2024 19:20
313bcf8f1da844a7bab333f070d0f164,HIGH STREET,53.345085,-6.267895,32,3,35,CLOSED,2024-10-16T18:20:52.907243Z,10/16/2024 19:20
a3456f8f488e488eac18b29b8507ba8a,ST. STEPHEN'S GREEN,53.344893,-6.237966,0,30,30,OPEN,2024-10-16T19:03:52.907243Z,10/16/2024 19:20
9347577d4f9f4c8e96ae5c15b557500d,ST. STEPHEN'S GREEN,53.342551,-6.239199,13,17,30,OPEN,2024-10-16T19:17:52.907243Z,10/16/2024 19:20
4ac60fff5a3a4d5b8f47cafd5e780897,HEUSTON STATION,53.331169,-6.258831,26,9,35,CLOSED,2024-10-16T18:40:52.907243Z,10/16/2024 19:20
3aaf682b2fcd4522abe82279be910b24,KING STREET NORTH,53.359163,-6.248938,19,16,35,CLOSED,2024-10-16T19:04:52.907243Z,10/16/2024 19:20
28e26793234c456a81778588628f7b24,GRAND CANAL DOCK,53.352683,-6.253337,5,30,35,OPEN,2024-10-16T18:51:52.907243Z,10/16/2024 19:20
53ca42e951e24b128304ac6e7ada1a3c,MOUNTJOY SQUARE,53.347908,-6.257783,15,25,40,CLOSED,2024-10-16T18:37:52.907243Z,10/16/2024 19:20
036b57d1d7264490914da325af120811,HEUSTON STATION,53.351106,-6.241405,0,40,40,CLOSED,2024-10-16T18:38:52.907243Z,10/16/2024 19:20
11ff1312776348ac9874915c0455c09b,MERRION SQUARE,53.356908,-6.241921,14,11,25,CLOSED,2024-10-16T18:49:52.907243Z,10/16/2024 19:20
5e59fe5d306849189b561d1d9c8090b1,HATCH STREET,53.358995,-6.271778,19,1,20,OPEN,2024-10-16T18:32:52.907243Z,10/16/2024 19:20
456d7914b4dd4462bf1af9e9389e6297,MOUNTJOY SQUARE,53.340924,-6.2764,21,4,25,CLOSED,2024-10-16T18:58:52.907243Z,10/16/2024 19:20
61924986904e4761b8b5e281521b4d53,KING STREET NORTH,53.332056,-6.275012,13,12,25,CLOSED,2024-10-16T18:43:52.907243Z,10/16/2024 19:20
15fa24ea3f354a269680de43590c21c5,WILTON TERRACE,53.330715,-6.259632,21,19,40,CLOSED,2024-10-16T19:03:52.907243Z,10/16/2024 19:20
dfddd3b282e7402a9138632550219061,HEUSTON STATION,53.336056,-6.26554,6,14,20,OPEN,2024-10-16T18:27:52.907243Z,10/16/2024 19:20
13fc125e311c4e079bd23862469017c9,WILTON TERRACE,53.346746,-6.266131,20,5,25,CLOSED,2024-10-16T19:16:52.907243Z,10/16/2024 19:20
30b8be7c14c8442b9b227ed06ea79d1c,TALBOT STREET,53.337441,-6.253429,36,4,40,CLOSED,2024-10-16T18:53:52.907243Z,10/16/2024 19:20
ae0c3755237b42519dcb9f46e6b6147c,MOUNTJOY SQUARE,53.330285,-6.256009,3,22,25,CLOSED,2024-10-16T18:26:52.907243Z,10/16/2024 19:20
045e5f40fbb2498890ae1da263262fef,PARNELL SQUARE,53.333952,-6.250909,6,14,20,CLOSED,2024-10-16T19:15:52.907243Z,10/16/2024 19:20
96155cc6bc8c4787b9b390d836fbe01e,HEUSTON STATION,53.3456,-6.274745,11,29,40,OPEN,2024-10-16T18:33:52.907243Z,10/16/2024 19:20
a242f590df1f48f483810b2f5348139a,HIGH STREET,53.341453,-6.266927,31,4,35,CLOSED,2024-10-16T18:32:52.907243Z,10/16/2024 19:20
f9eeb839c3f44550b828b19668df9b59,MOUNTJOY SQUARE,53.357465,-6.251584,12,28,40,CLOSED,2024-10-16T19:07:52.907243Z,10/16/2024 19:20
83b43db831d04914ad83a2e33635c78e,KING STREET NORTH,53.346006,-6.241431,1,29,30,OPEN,2024-10-16T19:16:52.907243Z,10/16/2024 19:20
e7c57f7be4214be4ad5c61b067e1e374,HEUSTON STATION,53.338062,-6.257588,3,37,40,CLOSED,2024-10-16T19:00:52.907243Z,10/16/2024 19:20
fc5c7de5c082424c93e767684b9c2d3b,MERRION SQUARE,53.348047,-6.231439,17,18,35,OPEN,2024-10-16T18:51:52.907243Z,10/16/2024 19:20
48771fb64964435baee0f43cdcf9dfa5,PEARSE STREET,53.33336,-6.270038,15,10,25,CLOSED,2024-10-16T18:47:52.907243Z,10/16/2024 19:20
358c235e2b0f4c24894b32f3e24f0e17,GRAND CANAL DOCK,53.356731,-6.254844,7,13,20,CLOSED,2024-10-16T18:43:52.907243Z,10/16/2024 19:20
0f34d2840b20423681babd68ca5bade8,HATCH STREET,53.337731,-6.23606,10,10,20,CLOSED,2024-10-16T18:27:52.907243Z,10/16/2024 19:20
08f9b35ee86d4579b1b122312c036e81,KING STREET NORTH,53.334383,-6.261431,19,6,25,CLOSED,2024-10-16T18:28:52.907243Z,10/16/2024 19:20
cc26e5001be14f7986c1def8550d61f8,TALBOT STREET,53.353977,-6.264669,28,2,30,CLOSED,2024-10-16T18:56:52.907243Z,10/16/2024 19:20
bb9e4141eca24db48264bf4ab4490a97,HATCH STREET,53.352674,-6.271724,35,0,35,OPEN,2024-10-16T18:51:52.907243Z,10/16/2024 19:20
0b244f9c16534aec86396af5826bca1e,WILTON TERRACE,53.33591,-6.251769,9,26,35,CLOSED,2024-10-16T19:16:52.907243Z,10/16/2024 19:20
920ed0c0af1c4bb6bac76b99e7f3e7f0,ECCLES STREET,53.337194,-6.231532,20,5,25,CLOSED,2024-10-16T19:09:52.907243Z,10/16/2024 19:20
026d93c1495349e398d2cef77f93b767,MERRION SQUARE,53.33541,-6.244949,30,0,30,CLOSED,2024-10-16T18:52:52.907243Z,10/16/2024 19:20
17f98a890e4145d5b559bb9217e1af50,KING STREET NORTH,53.346933,-6.233056,19,16,35,CLOSED,2024-10-16T18:46:52.907243Z,10/16/2024 19:20
6bbfea43638f441dac0ea4170a92cec6,ECCLES STREET,53.357524,-6.27049,12,8,20,OPEN,2024-10-16T19:10:52.907243Z,10/16/2024 19:20
a454405e76ce49bc8d27d65037b97436,HIGH STREET,53.353849,-6.253405,8,22,30,CLOSED,2024-10-16T18:51:52.907243Z,10/16/2024 19:20
25c617bd2a87458b90602f9dded6ec10,GRAND CANAL DOCK,53.352806,-6.264869,18,7,25,OPEN,2024-10-16T19:17:52.907243Z,10/16/2024 19:20
aea2adbd2e59458b891ae8d14e5cf182,MOUNTJOY SQUARE,53.342339,-6.251999,29,11,40,OPEN,2024-10-16T18:34:52.907243Z,10/16/2024 19:20
b9c28d8fbbcf4ce5b45aeb552252d4fc,HEUSTON STATION,53.335351,-6.251263,11,9,20,OPEN,2024-10-16T18:54:52.907243Z,10/16/2024 19:20
958c477690af415094146d6accf93834,KING STREET NORTH,53.350569,-6.265155,11,9,20,CLOSED,2024-10-16T18:20:52.907243Z,10/16/2024 19:20
d65d45510d2c4c76a164016046a9a32a,PARNELL SQUARE,53.34489,-6.253964,28,7,35,OPEN,2024-10-16T19:07:52.907243Z,10/16/2024 19:20
d023105ceb734cd7a090a1e08fb125ac,HEUSTON STATION,53.347937,-6.260124,8,17,25,OPEN,2024-10-16T18:58:52.907243Z,10/16/2024 19:20
2699653391b24c5bbe6eb34d88914653,ST. STEPHEN'S GREEN,53.332991,-6.248155,19,6,25,CLOSED,2024-10-16T19:03:52.907243Z,10/16/2024 19:20
67fad341d1ef4c8b98aa5f14abedbb8b,SMITHFIELD,53.359764,-6.276682,11,29,40,CLOSED,2024-10-16T18:55:52.907243Z,10/16/2024 19:20
c02ae5b1e4654eca9ca2fca0014c1924,PEARSE STREET,53.343722,-6.259111,0,30,30,CLOSED,2024-10-16T18:27:52.907243Z,10/16/2024 19:20
01ed95df457e41299cb55f8911ee9dc2,PARNELL SQUARE,53.342059,-6.243723,12,18,30,OPEN,2024-10-16T19:14:52.907243Z,10/16/2024 19:20
9c7b6dac87bb4b78938a5ac776237b56,HEUSTON STATION,53.332324,-6.24975,32,8,40,CLOSED,2024-10-16T18:39:52.907243Z,10/16/2024 19:20
72a4f9ddee4d491d91dcbdef410fa10c,GRATTAN STREET,53.33868,-6.279015,9,21,30,OPEN,2024-10-16T18:38:52.907243Z,10/16/2024 19:20
63264151d85c4d74be4ae7fc6dc1d12f,MERRION SQUARE,53.348768,-6.231673,8,12,20,CLOSED,2024-10-16T19:06:52.907243Z,10/16/2024 19:20
cf55a2720177448b93b185870649297c,ST. STEPHEN'S GREEN,53.334736,-6.238012,22,8,30,CLOSED,2024-10-16T18:24:52.907243Z,10/16/2024 19:20
f234f981d6354219b83292c93ca4643b,ST. STEPHEN'S GREEN,53.348004,-6.269649,28,2,30,CLOSED,2024-10-16T18:33:52.907243Z,10/16/2024 19:20
430db442bbdb4f45b5542d108ba3c2ed,MERRION SQUARE,53.350588,-6.261817,13,12,25,OPEN,2024-10-16T19:02:52.907243Z,10/16/2024 19:20
e9449929cd4941c8ba924b4239fd107c,PARNELL SQUARE,53.346437,-6.23861,22,13,35,OPEN,2024-10-16T18:27:52.907243Z,10/16/2024 19:20
a2d6253d97c74e6aa1b6b18944a774ec,GRAND CANAL DOCK,53.331841,-6.277725,0,20,20,CLOSED,2024-10-16T19:00:52.907243Z,10/16/2024 19:20
d69a1e70173248c58173c0b272bde90b,HIGH STREET,53.349839,-6.24431,1,34,35,CLOSED,2024-10-16T19:06:52.907243Z,10/16/2024 19:20
c1135d3c065243d8848485373e543d53,GRAND CANAL DOCK,53.349,-6.242928,9,21,30,CLOSED,2024-10-16T18:24:52.907243Z,10/16/2024 19:20
88a4a14a0df049b6ab75358aa46a6a2d,ECCLES STREET,53.338549,-6.273684,16,19,35,CLOSED,2024-10-16T19:05:52.907243Z,10/16/2024 19:20
bb50a650435d44ffb6d92ed32a7cd91f,GRAND CANAL DOCK,53.347767,-6.252572,17,18,35,CLOSED,2024-10-16T18:41:52.907243Z,10/16/2024 19:20
04157971e1364860bd457e9dd19d0870,HEUSTON STATION,53.355581,-6.241616,18,12,30,CLOSED,2024-10-16T18:52:52.907243Z,10/16/2024 19:20
a31d6fa8e2e640bd8a2ed792c150f411,MOUNTJOY SQUARE,53.335417,-6.258484,20,0,20,OPEN,2024-10-16T19:16:52.907243Z,10/16/2024 19:20
e9231b0a4452405caeede617e87e04a9,ST. STEPHEN'S GREEN,53.340178,-6.270965,1,29,30,CLOSED,2024-10-16T18:55:52.907243Z,10/16/2024 19:20
f72ea1061d6741b9883fda125cf20eb9,MOUNTJOY SQUARE,53.332815,-6.253746,25,0,25,CLOSED,2024-10-16T18:55:52.907243Z,10/16/2024 19:20
aece25c037f74f2694028f3f785413ff,ECCLES STREET,53.352608,-6.235857,16,9,25,CLOSED,2024-10-16T18:43:52.907243Z,10/16/2024 19:20
e6ccb4e1923e4517bdbb3815e168d9a3,HIGH STREET,53.332073,-6.235027,29,1,30,OPEN,2024-10-16T18:59:52.907243Z,10/16/2024 19:20
b8a75ea0839a4547ae4d8dc5a4333b5e,ECCLES STREET,53.348686,-6.264385,19,6,25,CLOSED,2024-10-16T18:46:52.907243Z,10/16/2024 19:20
0060d46943fb428e84efc396af447aed,ST. STEPHEN'S GREEN,53.33577,-6.254983,10,10,20,CLOSED,2024-10-16T19:15:52.907243Z,10/16/2024 19:20
91ff42036573418c8999f8a5643199aa,WILTON TERRACE,53.344033,-6.268961,2,23,25,OPEN,2024-10-16T19:19:52.908244Z,10/16/2024 19:20
a94a69b75e3a4f6a841c04cc185b4978,SMITHFIELD,53.343857,-6.26184,13,12,25,CLOSED,2024-10-16T19:11:52.908244Z,10/16/2024 19:20
830ef01b2d52474fb7093bb240ed7810,HATCH STREET,53.340481,-6.267923,13,12,25,CLOSED,2024-10-16T18:20:52.908244Z,10/16/2024 19:20
8a0cc9737d6548cc844ede4fd2c08621,WILTON TERRACE,53.351642,-6.239504,23,2,25,CLOSED,2024-10-16T19:16:52.908244Z,10/16/2024 19:20
87c5eec2a5e34499997b28cea8f566d0,PARNELL SQUARE,53.3468,-6.248553,29,11,40,OPEN,2024-10-16T18:47:52.908244Z,10/16/2024 19:20
6323171e9fab4d71b3987cba62c8af32,GRATTAN STREET,53.335474,-6.234032,12,8,20,CLOSED,2024-10-16T19:05:52.908244Z,10/16/2024 19:20
b96c02d2310e403380d317216a2312ba,HEUSTON STATION,53.340755,-6.234179,15,25,40,OPEN,2024-10-16T18:41:52.908244Z,10/16/2024 19:20
bc44240385374dd99e82bfc2151a39d3,WILTON TERRACE,53.355934,-6.259607,30,0,30,CLOSED,2024-10-16T19:17:52.908244Z,10/16/2024 19:20
15c8a765895e4493954272c17dfaa1b3,ST. STEPHEN'S GREEN,53.33741,-6.253147,16,19,35,OPEN,2024-10-16T19:01:52.908244Z,10/16/2024 19:20
99c38b7897e641c2abdd10b395fe4543,SMITHFIELD,53.347668,-6.266521,21,9,30,OPEN,2024-10-16T19:10:52.908244Z,10/16/2024 19:20
a365c37e9af940d9b81574c8d3d93349,HIGH STREET,53.341266,-6.253994,5,15,20,OPEN,2024-10-16T18:25:52.908244Z,10/16/2024 19:20
2cb61b4fa39944b29ad66e1956d9525c,HIGH STREET,53.339002,-6.244047,0,40,40,CLOSED,2024-10-16T18:59:52.908244Z,10/16/2024 19:20
d42841c3791c4eb3815a4c0df3c7be64,PEARSE STREET,53.334581,-6.230108,15,25,40,OPEN,2024-10-16T19:03:52.908244Z,10/16/2024 19:20
ef658c17ca6a41e58c6671ac5989e626,TALBOT STREET,53.330664,-6.233888,7,13,20,OPEN,2024-10-16T19:17:52.908244Z,10/16/2024 19:20
cce4b8c5d4cd40cfa9fb8137c1391ca3,HATCH STREET,53.343948,-6.242367,4,21,25,OPEN,2024-10-16T19:02:52.908244Z,10/16/2024 19:20
c3ab9032855541e5a58552ccfc079541,MERRION SQUARE,53.355333,-6.236025,9,31,40,CLOSED,2024-10-16T18:23:52.908244Z,10/16/2024 19:20
de421b8205f14bac9de055abfa5bbf41,TALBOT STREET,53.344075,-6.239006,18,2,20,OPEN,2024-10-16T18:34:52.908244Z,10/16/2024 19:20
6c18f42ce6b248dba2dbdecbdbfa827e,PEARSE STREET,53.359038,-6.257012,8,17,25,OPEN,2024-10-16T18:21:52.908244Z,10/16/2024 19:20
e687e5c0e81f46debdd34aeaf81eb74e,HATCH STREET,53.342445,-6.248848,3,32,35,OPEN,2024-10-16T18:32:52.908244Z,10/16/2024 19:20
d5378e929aaf4c3ab8a828551f6e1b97,GRAND CANAL DOCK,53.350124,-6.25236,24,11,35,OPEN,2024-10-16T18:37:52.908244Z,10/16/2024 19:20
6c04cc86238041e3a7df89bc88233276,MERRION SQUARE,53.335211,-6.246487,13,22,35,CLOSED,2024-10-16T18:52:52.908244Z,10/16/2024 19:20
6dd6e405c5fe4acd828056b4145e66df,TALBOT STREET,53.345127,-6.247839,37,3,40,CLOSED,2024-10-16T19:08:52.908244Z,10/16/2024 19:20
057ae1b69a264ca7a72e766c9c96e760,MERRION SQUARE,53.359673,-6.231438,13,7,20,CLOSED,2024-10-16T18:45:52.908244Z,10/16/2024 19:20
2fa98e9b5f584837b4b3134c6c1e469a,SMITHFIELD,53.33208,-6.252044,29,1,30,OPEN,2024-10-16T18:58:52.908244Z,10/16/2024 19:20
46339fcd59294509b2258c1dc1351dcd,HEUSTON STATION,53.331059,-6.268998,1,19,20,CLOSED,2024-10-16T18:29:52.908244Z,10/16/2024 19:20
eb65dcc5499e4dad8c6e691463368297,TALBOT STREET,53.358811,-6.249724,3,17,20,OPEN,2024-10-16T19:02:52.908244Z,10/16/2024 19:20
47268eb7e30c4fe682101e40601f03f8,MOUNTJOY SQUARE,53.347655,-6.231927,21,14,35,CLOSED,2024-10-16T18:53:52.908244Z,10/16/2024 19:20
8ffaeea3efad498bbf5f52d63ec4dc0e,GRAND CANAL DOCK,53.353429,-6.26395,23,12,35,CLOSED,2024-10-16T18:24:52.908244Z,10/16/2024 19:20
12a0a0f10f6a4e8386efa3f356d599b5,ECCLES STREET,53.342088,-6.230845,8,32,40,OPEN,2024-10-16T18:56:52.908244Z,10/16/2024 19:20
f1fc4e85f3ba47ceabf183128b951496,SMITHFIELD,53.343814,-6.230758,13,27,40,OPEN,2024-10-16T18:49:52.908244Z,10/16/2024 19:20
2679ac58b64b473ebfdce3715f139c48,HEUSTON STATION,53.341706,-6.27199,31,4,35,CLOSED,2024-10-16T18:21:52.908244Z,10/16/2024 19:20
fa3f2a68ff8e42bbac16fad4a9507710,GRAND CANAL DOCK,53.336518,-6.252002,14,6,20,CLOSED,2024-10-16T18:30:52.908244Z,10/16/2024 19:20
46b2f7479ea54b02b048603dcfa817f8,GRAND CANAL DOCK,53.356541,-6.25161,38,2,40,OPEN,2024-10-16T18:57:52.908244Z,10/16/2024 19:20
